transaction_id,customer_id,amount,transaction_type,location,is_fraud
96,1084,1487,credit,Bangalore,1
97,1079,3094,credit,Mumbai,0
98,1081,3916,debit,Bangalore,0
99,1052,817,debit,Bangalore,0
100,1023,3584,debit,Mumbai,0
101,1025,4534,debit,Hyderabad,0
102,1088,758,credit,Chennai,0
103,1059,4108,debit,Hyderabad,0
104,1040,4624,credit,Mumbai,0
105,1028,4334,credit,Bangalore,0
106,1014,3864,debit,Chennai,1
107,1044,3089,debit,Hyderabad,0
108,1064,4737,debit,Mumbai,0
109,1088,2204,debit,Bangalore,0
110,1070,1355,debit,Bangalore,0
111,1008,2582,debit,Hyderabad,1
112,1087,483,credit,Mumbai,0
113,1000,2707,credit,Bangalore,0
114,1007,293,credit,Bangalore,0
115,1087,3907,credit,Chennai,0
116,1062,3819,debit,Bangalore,0
117,1010,2681,debit,Hyderabad,0
118,1080,2665,credit,Mumbai,0
119,1007,2863,credit,Mumbai,0
120,1034,2898,credit,Chennai,0
121,1034,2439,debit,Mumbai,0
122,1032,3506,debit,Hyderabad,0
123,1004,831,debit,Bangalore,1
124,1040,2972,credit,Chennai,0
125,1027,3220,credit,Mumbai,0
126,1006,4880,debit,Chennai,0
127,1072,4277,debit,Chennai,0
128,1071,2704,credit,Mumbai,0
129,1011,2482,credit,Chennai,0
130,1033,631,debit,Mumbai,0
131,1032,4416,credit,Hyderabad,0
132,1047,734,debit,Mumbai,0
133,1022,1869,debit,Bangalore,0
134,1061,3904,credit,Mumbai,0
135,1087,2470,credit,Bangalore,0
136,1036,102,credit,Chennai,0
137,1098,305,debit,Mumbai,0
138,1043,4235,credit,Bangalore,1
139,1085,2721,credit,Mumbai,0
140,1090,4839,debit,Mumbai,0
141,1034,2990,debit,Mumbai,0
142,1064,3293,credit,Hyderabad,0
143,1098,2766,debit,Bangalore,0
144,1046,3406,debit,Hyderabad,0
145,1077,997,debit,Hyderabad,0
146,1002,1185,credit,Bangalore,0
147,1000,1379,credit,Mumbai,0
148,1004,770,debit,Hyderabad,0
149,1089,1605,debit,Hyderabad,0
150,1013,3675,debit,Hyderabad,0
151,1026,4914,credit,Mumbai,0
152,1008,2055,debit,Hyderabad,0
153,1078,349,debit,Chennai,0
154,1014,1992,credit,Bangalore,0
155,1089,3539,debit,Chennai,0
156,1041,1953,credit,Mumbai,0
157,1076,2954,credit,Hyderabad,0
158,1050,1603,credit,Bangalore,0
159,1062,3485,debit,Hyderabad,0
160,1095,3671,debit,Mumbai,0
161,1051,3892,credit,Bangalore,0
162,1095,3526,debit,Chennai,0
163,1003,143,credit,Bangalore,0
164,1093,3712,debit,Hyderabad,0
165,1022,2718,credit,Bangalore,0
166,1014,4778,credit,Mumbai,0
167,1042,3263,debit,Mumbai,0
168,1028,1388,debit,Bangalore,0
169,1035,3042,debit,Mumbai,0
170,1012,319,debit,Mumbai,0
171,1031,2025,credit,Mumbai,1
172,1070,3072,credit,Chennai,0
173,1058,3613,debit,Hyderabad,0
174,1085,2548,debit,Mumbai,0
175,1027,3571,credit,Bangalore,0
176,1065,2874,debit,Mumbai,0
177,1041,1090,debit,Chennai,0
178,1044,3046,debit,Bangalore,0
179,1061,1912,debit,Hyderabad,0
180,1056,903,credit,Bangalore,0
181,1005,589,credit,Bangalore,1
182,1027,3656,debit,Bangalore,0
183,1027,1593,credit,Bangalore,1
184,1043,3745,debit,Mumbai,0
185,1083,2991,debit,Hyderabad,0
186,1029,1805,debit,Mumbai,0
187,1061,3616,credit,Chennai,1
188,1074,3440,credit,Chennai,0
189,1091,153,credit,Bangalore,0
190,1088,2675,credit,Mumbai,0
191,1061,3691,credit,Mumbai,0
192,1096,715,debit,Hyderabad,0
193,1000,1054,debit,Hyderabad,1
194,1026,2533,credit,Hyderabad,0
195,1061,1729,credit,Mumbai,0
196,1076,2881,credit,Hyderabad,0
197,1002,749,debit,Hyderabad,0
198,1069,2447,credit,Hyderabad,0
199,1071,4590,debit,Bangalore,0
200,1026,3378,debit,Chennai,0
201,1008,2740,credit,Chennai,0
202,1061,3901,debit,Mumbai,0
203,1036,2661,debit,Mumbai,0
204,1096,3349,credit,Bangalore,0
205,1050,470,debit,Chennai,0
206,1043,957,credit,Hyderabad,0
207,1023,4986,debit,Hyderabad,0
208,1078,4853,credit,Mumbai,0
209,1058,483,credit,Chennai,0
210,1031,3977,debit,Mumbai,0
211,1095,2652,credit,Mumbai,0
212,1087,4434,debit,Hyderabad,0
213,1051,4390,debit,Hyderabad,0
214,1061,2825,credit,Chennai,0
215,1057,4134,debit,Mumbai,0
216,1051,3393,credit,Bangalore,0
217,1011,4351,debit,Chennai,0
218,1038,4088,debit,Mumbai,0
219,1001,1022,credit,Chennai,0
220,1002,3015,debit,Chennai,0
221,1055,3050,debit,Chennai,0
222,1080,3146,debit,Bangalore,0
223,1058,1074,debit,Bangalore,0
224,1001,1330,debit,Hyderabad,0
225,1001,2535,debit,Hyderabad,0
226,1091,1914,debit,Mumbai,0
227,1053,3034,debit,Chennai,0
228,1086,1463,credit,Mumbai,0
229,1095,4040,debit,Hyderabad,0
230,1096,303,debit,Bangalore,0
231,1000,260,credit,Hyderabad,0
232,1018,4587,credit,Mumbai,0
233,1001,868,credit,Hyderabad,0
234,1052,3848,debit,Mumbai,0
235,1043,2681,credit,Mumbai,0
236,1089,1193,credit,Mumbai,0
237,1031,4600,debit,Mumbai,0
238,1069,707,debit,Hyderabad,0
239,1031,1640,credit,Mumbai,0
240,1067,2975,credit,Mumbai,0
241,1054,3291,debit,Chennai,0
242,1074,1937,debit,Mumbai,0
243,1055,789,debit,Hyderabad,0
244,1016,3859,debit,Mumbai,0
245,1037,3049,debit,Bangalore,0
246,1023,2203,credit,Bangalore,1
247,1068,465,debit,Mumbai,0
248,1097,3675,debit,Bangalore,0
249,1069,4650,debit,Bangalore,0
250,1085,4299,debit,Hyderabad,0
251,1010,4272,debit,Chennai,0
252,1015,4425,credit,Bangalore,0
253,1096,2478,debit,Bangalore,0
254,1072,1305,credit,Chennai,0
255,1058,3939,debit,Chennai,0
256,1069,2835,credit,Bangalore,0
257,1079,3447,credit,Mumbai,0
258,1092,1775,debit,Bangalore,0
259,1002,398,debit,Mumbai,0
260,1019,1056,debit,Mumbai,0
261,1058,1214,debit,Mumbai,0
262,1035,2605,debit,Chennai,0
263,1018,1574,credit,Bangalore,0
264,1089,4560,debit,Bangalore,0
265,1066,4546,debit,Hyderabad,0
266,1018,3826,credit,Chennai,0
267,1019,3571,debit,Hyderabad,0
268,1095,2928,credit,Hyderabad,0
269,1070,2950,debit,Mumbai,0
270,1051,2606,credit,Chennai,0
271,1032,3870,debit,Hyderabad,0
272,1039,3064,credit,Bangalore,0
273,1038,4694,credit,Hyderabad,0
274,1081,1049,debit,Chennai,0
275,1000,4703,debit,Bangalore,0
276,1010,2950,debit,Bangalore,0
277,1091,265,credit,Bangalore,0
278,1056,3586,credit,Mumbai,0
279,1088,2609,credit,Bangalore,0
280,1049,1019,debit,Mumbai,0
281,1022,213,debit,Mumbai,0
282,1030,3604,credit,Hyderabad,0
283,1093,1091,debit,Hyderabad,0
284,1041,3939,credit,Bangalore,0
285,1098,1358,debit,Chennai,0
286,1006,3526,debit,Bangalore,0
287,1015,614,credit,Hyderabad,0
288,1089,4904,debit,Bangalore,0
289,1059,3296,debit,Hyderabad,0
290,1001,4534,debit,Bangalore,0
291,1000,2684,debit,Chennai,0
292,1047,167,debit,Bangalore,0
293,1011,1696,credit,Chennai,0
294,1068,4578,debit,Chennai,0
295,1036,118,credit,Bangalore,0
296,1031,2830,debit,Chennai,0
297,1008,3621,debit,Chennai,0
298,1098,672,credit,Hyderabad,0
299,1018,2358,credit,Hyderabad,0
300,1047,3002,debit,Chennai,0
301,1079,750,debit,Mumbai,0
302,1002,2687,credit,Bangalore,0
303,1019,3362,credit,Chennai,0
304,1023,1438,credit,Bangalore,0
305,1053,3734,credit,Hyderabad,0
306,1032,2927,debit,Bangalore,0
307,1023,2317,debit,Chennai,0
308,1074,3639,debit,Chennai,0
309,1071,1137,debit,Chennai,0
310,1035,4483,debit,Chennai,0
311,1037,4078,credit,Mumbai,0
312,1083,3061,credit,Mumbai,0
313,1098,3326,credit,Mumbai,0
314,1088,1198,debit,Chennai,0
315,1098,2424,credit,Mumbai,0
316,1024,1039,debit,Bangalore,0
317,1092,3816,debit,Chennai,0
318,1017,3514,debit,Hyderabad,0
319,1081,1548,credit,Chennai,1
320,1065,670,debit,Bangalore,0
321,1053,3004,debit,Mumbai,0
322,1034,2605,credit,Chennai,0
323,1079,1017,debit,Mumbai,0
324,1060,1974,credit,Chennai,0
325,1040,1778,debit,Bangalore,0
326,1099,715,credit,Chennai,0
327,1032,4601,debit,Mumbai,0
328,1067,1849,debit,Mumbai,0
329,1032,3925,credit,Bangalore,0
330,1013,4288,debit,Chennai,0
331,1020,2577,credit,Hyderabad,0
332,1047,4849,debit,Chennai,0
333,1019,3605,credit,Bangalore,0
334,1007,3575,debit,Hyderabad,0
335,1006,4629,debit,Bangalore,0
336,1066,1235,debit,Chennai,0
337,1016,4100,credit,Hyderabad,0
338,1032,474,credit,Bangalore,0
339,1047,306,credit,Mumbai,0
340,1075,4975,credit,Hyderabad,0
341,1058,1419,credit,Hyderabad,0
342,1085,1241,debit,Bangalore,0
343,1021,4727,debit,Mumbai,0
344,1029,2790,debit,Hyderabad,0
345,1037,3355,debit,Bangalore,0
346,1050,189,debit,Hyderabad,0
347,1053,4208,credit,Hyderabad,0
348,1007,3120,debit,Hyderabad,0
349,1026,1957,credit,Mumbai,0
350,1026,904,debit,Chennai,0
351,1097,1044,credit,Chennai,0
352,1020,2889,credit,Mumbai,0
353,1029,3975,credit,Mumbai,0
354,1096,1710,debit,Bangalore,0
355,1027,3023,debit,Hyderabad,0
356,1063,3982,debit,Mumbai,0
357,1096,3321,debit,Bangalore,0
358,1068,4491,credit,Chennai,0
359,1060,4835,credit,Chennai,0
360,1047,2487,credit,Chennai,0
361,1018,4823,credit,Chennai,0
362,1003,1041,debit,Bangalore,0
363,1034,2666,credit,Hyderabad,0
364,1063,1075,debit,Bangalore,0
365,1048,1054,credit,Hyderabad,0
366,1016,1362,credit,Chennai,0
367,1043,1043,credit,Mumbai,0
368,1091,2302,debit,Mumbai,0
369,1029,3427,debit,Mumbai,0
370,1092,4374,credit,Hyderabad,0
371,1045,2359,credit,Chennai,0
372,1005,1928,credit,Bangalore,0
373,1098,1357,debit,Mumbai,0
374,1036,564,debit,Hyderabad,0
375,1023,3394,debit,Mumbai,0
376,1092,1330,credit,Bangalore,0
377,1045,2754,debit,Chennai,0
378,1052,984,credit,Bangalore,0
379,1094,3905,debit,Chennai,0
380,1098,3956,credit,Chennai,0
381,1059,3235,credit,Chennai,0
382,1096,1024,debit,Mumbai,0
383,1062,4689,credit,Bangalore,0
384,1084,1646,credit,Mumbai,0
385,1031,1194,credit,Bangalore,0
386,1086,2511,debit,Hyderabad,0
387,1032,2717,credit,Hyderabad,0
388,1066,862,debit,Bangalore,0
389,1017,2423,debit,Bangalore,0
390,1024,4245,credit,Bangalore,0
391,1094,2875,debit,Bangalore,0
392,1053,4759,credit,Chennai,0
393,1057,4978,debit,Mumbai,0
394,1066,3255,credit,Chennai,0
395,1045,4070,debit,Mumbai,0
396,1023,2140,credit,Mumbai,0
397,1031,683,credit,Mumbai,0
398,1046,4431,credit,Chennai,0
399,1085,2203,credit,Bangalore,0
400,1022,2042,debit,Chennai,0
401,1065,4555,debit,Chennai,0
402,1026,209,credit,Mumbai,0
403,1001,291,debit,Hyderabad,0
404,1089,1003,credit,Hyderabad,0
405,1016,961,credit,Chennai,0
406,1032,1183,debit,Mumbai,0
407,1008,749,debit,Chennai,0
408,1042,4234,credit,Chennai,0
409,1047,3711,debit,Bangalore,0
410,1038,736,credit,Mumbai,0
411,1092,1136,debit,Hyderabad,0
412,1041,4231,debit,Hyderabad,0
413,1025,2248,debit,Hyderabad,0
414,1098,3965,debit,Chennai,0
415,1049,3257,debit,Mumbai,0
416,1024,3687,credit,Bangalore,0
417,1023,3394,debit,Hyderabad,0
418,1012,4361,debit,Mumbai,0
419,1059,2530,credit,Hyderabad,0
420,1006,1979,credit,Bangalore,0
421,1056,4066,credit,Mumbai,0
422,1035,3813,debit,Chennai,0
423,1044,4226,debit,Chennai,0
424,1019,4206,credit,Hyderabad,0
425,1064,2111,credit,Hyderabad,0
426,1007,3473,credit,Mumbai,0
427,1015,2243,credit,Bangalore,0
428,1013,2600,debit,Hyderabad,0
429,1075,4681,debit,Mumbai,0
430,1086,1389,debit,Bangalore,0
431,1014,1547,debit,Hyderabad,0
432,1091,3299,debit,Hyderabad,0
433,1097,2043,credit,Mumbai,0
434,1065,3283,debit,Hyderabad,0
435,1031,3316,credit,Chennai,0
436,1086,3236,credit,Bangalore,0
437,1062,3418,credit,Bangalore,0
438,1085,2882,debit,Chennai,0
439,1050,1090,credit,Mumbai,0
440,1024,2253,debit,Chennai,0
441,1057,325,credit,Chennai,0
442,1062,876,debit,Bangalore,0
443,1061,2937,credit,Mumbai,0
444,1021,787,debit,Hyderabad,0
445,1057,629,credit,Chennai,0
446,1057,3542,credit,Chennai,0
447,1085,2253,credit,Mumbai,0
448,1048,1394,credit,Chennai,0
449,1051,1626,debit,Mumbai,0
450,1041,4874,debit,Hyderabad,0
451,1069,2996,debit,Mumbai,0
452,1014,3203,credit,Hyderabad,0
453,1053,2540,credit,Mumbai,0
454,1059,4235,credit,Chennai,0
455,1096,3902,credit,Hyderabad,0
456,1007,944,credit,Chennai,0
457,1052,546,credit,Hyderabad,0
458,1059,4015,debit,Mumbai,0
459,1004,3209,debit,Mumbai,0
460,1067,1334,debit,Mumbai,0
461,1005,326,debit,Bangalore,0
462,1095,4243,debit,Bangalore,0
463,1093,3059,debit,Hyderabad,1
464,1046,1930,debit,Bangalore,0
465,1098,3879,debit,Mumbai,0
466,1054,286,credit,Bangalore,0
467,1039,2977,credit,Bangalore,0
468,1051,2635,credit,Chennai,0
469,1015,2032,credit,Hyderabad,1
470,1012,3024,credit,Hyderabad,0
471,1029,948,credit,Hyderabad,1
472,1018,2132,credit,Bangalore,0
473,1016,1352,debit,Mumbai,0
474,1062,1981,debit,Chennai,0
475,1018,369,credit,Hyderabad,0
476,1091,1730,debit,Bangalore,0
477,1057,4505,debit,Mumbai,0
478,1054,3303,debit,Chennai,0
479,1089,1674,debit,Chennai,0
480,1089,2992,debit,Hyderabad,0
481,1061,1795,credit,Hyderabad,0
482,1022,3358,debit,Mumbai,0
483,1008,3362,credit,Bangalore,0
484,1011,1545,credit,Mumbai,0
485,1000,319,credit,Hyderabad,0
486,1057,152,debit,Mumbai,0
487,1000,1857,credit,Bangalore,0
488,1033,1766,credit,Chennai,0
489,1095,2885,credit,Chennai,0
490,1047,819,credit,Chennai,0
491,1088,505,debit,Chennai,0
492,1000,2394,credit,Hyderabad,0
493,1015,171,credit,Hyderabad,1
494,1060,2153,credit,Bangalore,0
495,1063,1329,credit,Bangalore,0
496,1062,1667,debit,Bangalore,0
497,1068,3782,credit,Bangalore,0
498,1021,3053,credit,Mumbai,0
499,1092,4582,credit,Bangalore,0
500,1066,798,credit,Chennai,0
501,1075,926,credit,Chennai,0
502,1025,448,credit,Chennai,0
503,1015,4008,debit,Mumbai,0
504,1050,407,credit,Bangalore,0
505,1085,3516,debit,Chennai,0
506,1056,2434,debit,Chennai,0
507,1028,4961,credit,Chennai,0
508,1077,4920,debit,Chennai,0
509,1091,2909,credit,Hyderabad,0
510,1068,3658,debit,Bangalore,0
511,1046,4578,credit,Bangalore,0
512,1093,3577,debit,Mumbai,0
513,1061,4720,debit,Hyderabad,0
514,1068,2786,credit,Mumbai,0
515,1075,3085,debit,Chennai,0
516,1015,375,debit,Mumbai,0
517,1089,2647,debit,Chennai,0
518,1089,2864,debit,Chennai,0
519,1047,436,debit,Bangalore,0
520,1084,2073,credit,Bangalore,0
521,1038,3079,debit,Bangalore,0
522,1099,4676,debit,Bangalore,0
523,1032,4068,credit,Bangalore,0
524,1093,1010,credit,Hyderabad,0
525,1022,2096,credit,Bangalore,0
526,1009,3229,debit,Mumbai,0
527,1068,4304,debit,Chennai,0
528,1099,3857,debit,Bangalore,0
529,1033,427,debit,Hyderabad,0
530,1051,1899,credit,Mumbai,0
531,1094,414,credit,Mumbai,0
532,1009,3645,debit,Chennai,0
533,1018,1234,debit,Mumbai,0
534,1057,2846,debit,Mumbai,0
535,1095,4976,debit,Mumbai,0
536,1000,1620,credit,Mumbai,0
537,1068,255,credit,Hyderabad,1
538,1003,1824,debit,Chennai,0
539,1015,3443,credit,Bangalore,0
540,1023,986,debit,Mumbai,0
541,1079,3173,debit,Hyderabad,0
542,1001,2905,credit,Chennai,0
543,1091,821,debit,Bangalore,0
544,1031,1012,credit,Chennai,0
545,1090,3457,debit,Hyderabad,0
546,1083,970,credit,Hyderabad,0
547,1023,4208,debit,Hyderabad,0
548,1011,597,credit,Mumbai,0
549,1049,1856,debit,Hyderabad,0
550,1034,1217,debit,Bangalore,1
551,1032,3509,credit,Mumbai,0
552,1032,2928,debit,Chennai,0
553,1060,1747,credit,Bangalore,0
554,1050,3083,credit,Mumbai,0
555,1042,242,debit,Hyderabad,0
556,1011,2861,debit,Chennai,0
557,1066,3535,debit,Hyderabad,0
558,1064,4760,debit,Bangalore,0
559,1032,2531,credit,Bangalore,0
560,1039,4612,debit,Mumbai,0
561,1073,1948,debit,Bangalore,0
562,1042,2796,debit,Chennai,0
563,1043,1817,credit,Mumbai,0
564,1028,3172,debit,Chennai,1
565,1012,1167,credit,Hyderabad,0
566,1011,2886,debit,Chennai,0
567,1094,3891,credit,Chennai,0
568,1045,1388,debit,Bangalore,0
569,1001,3971,debit,Hyderabad,1
570,1034,1906,credit,Bangalore,0
571,1086,1604,debit,Hyderabad,0
572,1080,3408,debit,Hyderabad,0
573,1089,3051,debit,Chennai,0
574,1007,171,credit,Bangalore,0
575,1092,1790,debit,Chennai,0
576,1025,1444,credit,Chennai,0
577,1073,3403,credit,Chennai,0
578,1089,3213,credit,Hyderabad,0
579,1033,982,debit,Bangalore,0
580,1006,4334,credit,Bangalore,0
581,1067,2762,credit,Chennai,0
582,1057,1604,debit,Hyderabad,0
583,1074,2563,credit,Bangalore,0
584,1028,2653,credit,Mumbai,0
585,1035,832,debit,Bangalore,0
586,1088,1848,debit,Chennai,0
587,1020,4024,credit,Mumbai,1
588,1035,523,debit,Hyderabad,1
589,1009,3578,debit,Mumbai,0
590,1072,1691,debit,Mumbai,0
591,1023,4585,credit,Chennai,0
592,1063,4537,credit,Bangalore,0
593,1098,4809,debit,Hyderabad,0
594,1048,592,credit,Mumbai,0
595,1098,291,debit,Chennai,0
596,1035,598,debit,Bangalore,0
597,1081,1356,debit,Mumbai,0
598,1095,2068,debit,Chennai,0
599,1023,4422,debit,Chennai,0
600,1022,2286,credit,Chennai,0
601,1061,916,credit,Hyderabad,0
602,1095,3320,credit,Bangalore,0
603,1036,1573,credit,Mumbai,0
604,1011,1186,debit,Bangalore,0
605,1054,4299,debit,Bangalore,0
606,1012,1974,credit,Mumbai,0
607,1022,970,credit,Bangalore,0
608,1088,4863,debit,Hyderabad,0
609,1098,2142,debit,Mumbai,0
610,1029,372,debit,Mumbai,0
611,1016,1129,credit,Chennai,0
612,1061,3318,debit,Bangalore,0
613,1083,4169,debit,Mumbai,0
614,1088,1151,credit,Mumbai,0
615,1085,4133,credit,Hyderabad,0
616,1012,1673,credit,Chennai,0
617,1058,3290,debit,Mumbai,0
618,1018,4488,debit,Hyderabad,0
619,1048,3897,credit,Mumbai,0
620,1099,3389,debit,Mumbai,0
621,1011,3847,debit,Mumbai,0
622,1060,2205,debit,Hyderabad,0
623,1018,407,credit,Bangalore,0
624,1075,3459,credit,Mumbai,0
625,1008,3276,debit,Mumbai,0
626,1070,1351,debit,Bangalore,0
627,1027,2847,debit,Mumbai,0
628,1077,1617,debit,Chennai,0
629,1094,1478,credit,Mumbai,0
630,1051,4991,credit,Chennai,0
631,1082,2061,debit,Bangalore,0
632,1015,4405,debit,Hyderabad,1
633,1068,2963,credit,Bangalore,0
634,1098,2756,debit,Mumbai,0
635,1011,2594,credit,Chennai,1
636,1024,4667,debit,Hyderabad,0
637,1051,4105,credit,Mumbai,0
638,1084,3663,debit,Hyderabad,0
639,1099,1022,debit,Hyderabad,0
640,1052,4332,credit,Mumbai,0
641,1022,4562,credit,Bangalore,0
642,1015,3059,debit,Mumbai,0
643,1056,283,debit,Mumbai,0
644,1038,3458,credit,Bangalore,0
645,1052,1498,credit,Chennai,0
646,1041,2896,debit,Mumbai,0
647,1057,636,debit,Hyderabad,0
648,1038,1373,credit,Mumbai,0
649,1013,3067,credit,Mumbai,0
650,1094,3149,credit,Hyderabad,1
651,1004,1196,credit,Bangalore,0
652,1034,1405,credit,Chennai,0
653,1086,1015,debit,Chennai,0
654,1092,3181,debit,Hyderabad,0
655,1074,4347,credit,Bangalore,0
656,1017,1128,debit,Mumbai,0
657,1075,2077,debit,Mumbai,0
658,1008,3454,credit,Mumbai,0
659,1073,2611,debit,Mumbai,0
660,1057,370,debit,Mumbai,0
661,1016,1286,debit,Hyderabad,0
662,1006,4655,credit,Mumbai,0
663,1045,4300,credit,Mumbai,0
664,1012,3864,debit,Bangalore,0
665,1039,2498,debit,Mumbai,0
666,1041,4629,debit,Chennai,0
667,1008,4335,debit,Hyderabad,0
668,1049,4282,debit,Hyderabad,0
669,1026,1811,debit,Hyderabad,0
670,1065,2330,credit,Chennai,0
671,1004,228,debit,Mumbai,0
672,1028,1369,debit,Hyderabad,0
673,1036,3772,credit,Chennai,0
674,1037,1701,debit,Bangalore,0
675,1082,4865,debit,Mumbai,0
676,1007,4070,debit,Chennai,1
677,1064,4344,debit,Mumbai,0
678,1085,727,credit,Bangalore,0
679,1016,3897,debit,Chennai,0
680,1070,2144,credit,Mumbai,0
681,1088,3652,debit,Chennai,0
682,1044,2441,debit,Hyderabad,1
683,1003,3314,credit,Mumbai,1
684,1035,349,debit,Chennai,0
685,1069,3025,credit,Hyderabad,0
686,1030,1074,credit,Bangalore,0
687,1018,1425,credit,Mumbai,0
688,1060,1083,debit,Mumbai,0
689,1053,988,debit,Bangalore,0
690,1038,3037,debit,Hyderabad,1
691,1090,2217,debit,Bangalore,0
692,1073,2772,credit,Mumbai,0
693,1089,1426,debit,Chennai,0
694,1018,570,debit,Hyderabad,0
695,1038,2087,credit,Hyderabad,1
696,1066,190,credit,Hyderabad,0
697,1044,629,debit,Bangalore,0
698,1012,4856,credit,Bangalore,1
699,1091,4159,credit,Chennai,0
700,1057,4934,credit,Chennai,0
701,1019,2873,credit,Hyderabad,0
702,1091,1786,credit,Chennai,0
703,1071,291,debit,Bangalore,0
704,1060,2086,debit,Chennai,0
705,1038,3723,debit,Bangalore,0
706,1000,2285,debit,Chennai,0
707,1002,4540,debit,Mumbai,0
708,1076,1108,debit,Bangalore,0
709,1091,3883,debit,Mumbai,0
710,1061,4398,credit,Bangalore,0
711,1062,4768,debit,Chennai,0
712,1024,4387,debit,Mumbai,0
713,1055,2152,debit,Chennai,0
714,1032,3408,credit,Bangalore,0
715,1037,1816,debit,Mumbai,0
716,1005,410,debit,Hyderabad,0
717,1057,4638,credit,Chennai,0
718,1043,1360,debit,Bangalore,1
719,1044,4032,debit,Mumbai,0
720,1031,3368,credit,Chennai,0
721,1044,684,debit,Mumbai,0
722,1060,2899,credit,Chennai,0
723,1046,459,debit,Chennai,0
724,1020,2966,debit,Chennai,1
725,1079,2111,debit,Mumbai,0
726,1084,4106,credit,Mumbai,0
727,1074,1725,credit,Chennai,0
728,1035,2864,credit,Hyderabad,1
729,1098,990,debit,Hyderabad,0
730,1018,831,debit,Hyderabad,0
731,1019,4061,credit,Bangalore,0
732,1056,4801,credit,Hyderabad,0
733,1017,2604,debit,Mumbai,0
734,1046,714,debit,Hyderabad,0
735,1048,3906,debit,Mumbai,0
736,1013,1819,debit,Bangalore,0
737,1014,4869,credit,Mumbai,0
738,1030,1687,debit,Mumbai,0
739,1000,1711,debit,Mumbai,1
740,1053,996,debit,Hyderabad,0
